pid,label,order,layout,collection,thumbnail,full,題名,書名,所蔵機関,請求記号,画工名,和暦年月日,版元名,版元住所,判,形態,彩色,検印状況,主題,細目,その他書誌事項,manifest,人名,検印,その他固有件名,彫師,地名
0051,世の中のおなしすかたを列へたて音のよしあし虫にきかせん,0051,nishikie_item,qatar,"/img/derivatives/iiif/images/0051_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0051_001/full/1140,/0/default.jpg",世の中のおなしすかたを列へたて音のよしあし虫にきかせん,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(46),なし,（明治元年）(18680550550),,,大判,竪絵 ２枚続,錦絵,なし,戊辰戦争,風刺画,,/img/derivatives/iiif/0051/manifest.json,,,虫売り,,
0052,浮世絵大津之連中醉眠の画,0052,nishikie_item,qatar,"/img/derivatives/iiif/images/0052_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0052_001/full/1140,/0/default.jpg",浮世絵大津之連中醉眠の画,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(47),応需惺々,（明治元年）(18680550550),,,大判,竪絵 ２枚続,錦絵,なし,戊辰戦争,風刺画,,/img/derivatives/iiif/0052/manifest.json,,,天狗/大津絵,,
0053,狂画大津絵,0053,nishikie_item,qatar,"/img/derivatives/iiif/images/0053_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0053_001/full/1140,/0/default.jpg",狂画大津絵,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(48),なし,（文久期カ）(55550550551),,,大判,竪絵 １枚,錦絵,なし,尊皇攘夷,風刺画,,/img/derivatives/iiif/0053/manifest.json,,,大津絵,,
0054,狂画くひかせ,0054,nishikie_item,qatar,"/img/derivatives/iiif/images/0054_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0054_001/full/1140,/0/default.jpg",狂画くひかせ,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(49),一勇斎国芳戯画,（明治元年）(18680550550),,,大判,竪絵 ２枚続,錦絵,なし,戊辰戦争,風刺画,棒ひねり、首引、すねおし、腕相撲などの図あり、長州、薩摩他の紋あり,/img/derivatives/iiif/0054/manifest.json,,,首引/すねおし/腕相撲/棒ひねり,,
0055,世の中ごますり,0055,nishikie_item,qatar,"/img/derivatives/iiif/images/0055_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0055_001/full/1140,/0/default.jpg",世の中ごますり,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(50),なし,慶応期カ(55550550551),,,大判,竪絵 ２枚続,錦絵,なし,戯び,風刺画,外国人の姿あり,/img/derivatives/iiif/0055/manifest.json,,,,,
0056,古今こん悪狐退治,0056,nishikie_item,qatar,"/img/derivatives/iiif/images/0056_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0056_001/full/1140,/0/default.jpg",古今こん悪狐退治,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(51),芳虎画,文久３年７月(18630070550),伊勢屋兼吉（伊勢兼）,,大判,竪絵 ３枚続,錦絵,あり,将軍上洛,風刺画,,/img/derivatives/iiif/0056/manifest.json,,亥七改,妖狐,彫長,
0057,（諸物大樹にあげられるの図）,0057,nishikie_item,qatar,"/img/derivatives/iiif/images/0057_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0057_001/full/1140,/0/default.jpg",（諸物大樹にあげられるの図）,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(52),応需重政戯画,慶応元年１２月(18650120550),丸屋平次郎（丸平）,榑正町,大判,竪絵 ３枚続,錦絵,あり,ええじゃないか／世直し／金融／物価,風刺画,了古の詞書あり,/img/derivatives/iiif/0057/manifest.json,隅田了古,丑十二改,,横川彫竹,
0058,富士山諸人参詣之図,0058,nishikie_item,qatar,"/img/derivatives/iiif/images/0058_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0058_001/full/1140,/0/default.jpg",富士山諸人参詣之図,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(53),一雄国輝,慶応元年６月(18650060550),英屋文蔵,,大判,竪絵 ３枚続,錦絵,あり,ええじゃないか／世直し／金融／物価,風刺画,,/img/derivatives/iiif/0058/manifest.json,,丑六改,富士山,,
0059,しん板福来家の[後欠],0059,nishikie_item,qatar,"/img/derivatives/iiif/images/0059_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0059_001/full/1140,/0/default.jpg",しん板福来家の[後欠],維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(54),よし藤画（芳藤）,慶応３年７月(18670070550),英屋文蔵,,大判,竪絵 ２枚続,錦絵,なし,ええじゃないか／世直し／当物,風刺画,３枚続の内、左の１枚欠,/img/derivatives/iiif/0059/manifest.json,,,矢場/吹矢,,
0060,善悪しあんさい中,0060,nishikie_item,qatar,"/img/derivatives/iiif/images/0060_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0060_001/full/1140,/0/default.jpg",善悪しあんさい中,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(55),なし,文久３年４月カ(18630040551),,,大判,竪絵 １枚,錦絵,なし,尊皇攘夷,風刺画,日傭、車力、人足、馬子、雲助、駕籠屋、舟頭、旅篭屋のことが頭にある持丸に、貸本屋、廻り髪結、左官、米屋、屋根屋、薪屋、大工、お太鼓、御囲（おかこ）がとりついている、八百屋、魚屋、物貰いがかけつけている,/img/derivatives/iiif/0060/manifest.json,,,生麦事件,,
0061,世の中難ぢうりやうじ,0061,nishikie_item,qatar,"/img/derivatives/iiif/images/0061_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0061_001/full/1140,/0/default.jpg",世の中難ぢうりやうじ,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(56),なし,文久３年４月カ(18630040551),,,大判,竪絵 ２枚続,錦絵,なし,尊皇攘夷,風刺画,弟子達に任せて出たる先生の帰り待侘難病の人、気の尾佐丸述とあり、場末大屋、横浜商人、舟人、車力、芸人、唐人などと医者の会話あり,/img/derivatives/iiif/0061/manifest.json,,,生麦事件,,
0062,うき世のゆめ,0062,nishikie_item,qatar,"/img/derivatives/iiif/images/0062_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0062_001/full/1140,/0/default.jpg",うき世のゆめ,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(57),なし,文久３年４月カ(18630040551),,,大判,竪絵 ２枚続,錦絵,なし,尊皇攘夷,風刺画,,/img/derivatives/iiif/0062/manifest.json,,,生麦事件,,
0063,浮世又平師匠の追善に百万べんをする図,0063,nishikie_item,qatar,"/img/derivatives/iiif/images/0063_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0063_001/full/1140,/0/default.jpg",浮世又平師匠の追善に百万べんをする図,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(58),応需広重戯画,明治元年閏４月(18680045550),清水屋直次郎,,大判,竪絵 ２枚続,錦絵,あり,戊辰戦争,風刺画,,/img/derivatives/iiif/0063/manifest.json,,辰閏改,江戸開城/大津絵/百万遍,,
0064,流行はい尽し,0064,nishikie_item,qatar,"/img/derivatives/iiif/images/0064_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0064_001/full/1140,/0/default.jpg",流行はい尽し,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(59),一梅斎芳春画印,万延元年４月(18600040550),上州屋重兵衛,,大判,竪絵 １枚,錦絵,あり,,風刺画,ほやほやできたていっぱいとあり、元祖壱はいとあり,/img/derivatives/iiif/0064/manifest.json,,申四改,風呂,,
0065,浮世たとえ,0065,nishikie_item,qatar,"/img/derivatives/iiif/images/0065_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0065_001/full/1140,/0/default.jpg",浮世たとえ,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(60),なし,慶応期カ(55550550551),,,大判,竪絵 ３枚続,錦絵,なし,戯び,風刺画,鬼に金棒、ざかしうて売りそこなわず、忰が身を喰う、上見れば方図なし、似た者夫婦等、それぞれの絵あり、兵隊の服装で慶応期とする,/img/derivatives/iiif/0065/manifest.json,,,,,
0066,浮世多登恵,0066,nishikie_item,qatar,"/img/derivatives/iiif/images/0066_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0066_001/full/1140,/0/default.jpg",浮世多登恵,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(61),芳盛戯画,文久２年５月(18620050550),太田屋多吉（多吉）,,大判,竪絵 ２枚続,錦絵,あり,尊皇攘夷,風刺画,,/img/derivatives/iiif/0066/manifest.json,,戌五改,,,
0067,きもつふし,0067,nishikie_item,qatar,"/img/derivatives/iiif/images/0067_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0067_001/full/1140,/0/default.jpg",きもつふし,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(62),なし,慶応期カ(55550550551),,,大判,竪絵 １枚,錦絵,なし,ええじゃないか／世直し／戯び,風刺画,,/img/derivatives/iiif/0067/manifest.json,,,,,
0068,浮世夢はなし,0068,nishikie_item,qatar,"/img/derivatives/iiif/images/0068_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0068_001/full/1140,/0/default.jpg",浮世夢はなし,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(63),なし,文久３年３月(18630030550),伊勢屋兼吉（伊勢兼）,,大判,竪絵 １枚,錦絵,あり,尊皇攘夷,風刺画,,/img/derivatives/iiif/0068/manifest.json,,戌三改,生麦事件,,
0069,しん板どうけ,0069,nishikie_item,qatar,"/img/derivatives/iiif/images/0069_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0069_001/full/1140,/0/default.jpg",しん板どうけ,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(64),一英斎艶長画印,慶応２年９月(18660090550),辻岡屋亀吉（辻亀板）,,大判,竪絵 ３枚続,錦絵,あり,ええじゃないか／世直し／金融／物価／当物,風刺画,,/img/derivatives/iiif/0069/manifest.json,,寅九改,,,
0070,（なるこもりの図）,0070,nishikie_item,qatar,"/img/derivatives/iiif/images/0070_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0070_001/full/1140,/0/default.jpg",（なるこもりの図）,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(65),なし,慶応期カ(55550550551),,,大判,竪絵 ２枚続,錦絵,なし,ええじゃないか／世直し／戯び,風刺画,０３８０－１３－（２６）と同一,/img/derivatives/iiif/0070/manifest.json,,,,,
0071,大そふじ,0071,nishikie_item,qatar,"/img/derivatives/iiif/images/0071_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0071_001/full/1140,/0/default.jpg",大そふじ,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(66),なし,文久期カ(55550550551),,,大判,竪絵 ２枚続,錦絵,なし,金融／貨幣,風刺画,通用金と書かれた雲龍水を押して出させようとしている図,/img/derivatives/iiif/0071/manifest.json,,,,,
0072,名にこともないしようぶし,0072,nishikie_item,qatar,"/img/derivatives/iiif/images/0072_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0072_001/full/1140,/0/default.jpg",名にこともないしようぶし,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(67),なし,慶応３年１０月カ(18670100551),,,大判,竪絵 １枚,錦絵,なし,王政復古,風刺画,裸の武士２人、内１人は靴を槍先に乗せて踊る、太刀に羽根が生えて飛んでいく、公家は銭をもってにこにこしている、０３８０－１７－２－（９）も同一、大政奉還と一応する,/img/derivatives/iiif/0072/manifest.json,,,,,
0073,倶足円満菩薩の法へん,0073,nishikie_item,qatar,"/img/derivatives/iiif/images/0073_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0073_001/full/1140,/0/default.jpg",倶足円満菩薩の法へん,維新前後諷刺画　一,東京大学史料編纂所,0380-17-1-(68),土地面画,慶応期カ(55550550551),,,大判,竪絵 １枚,錦絵,なし,ええじゃないか／世直し,風刺画,塔を積む賽の河原の石よりも地獄の沙汰は是次第なり、仏は百両を手に置いている,/img/derivatives/iiif/0073/manifest.json,土地面,,,,
0074,当時見立画づくし,0074,nishikie_item,qatar,"/img/derivatives/iiif/images/0074_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0074_001/full/1140,/0/default.jpg",当時見立画づくし,維新前後諷刺画　二,東京大学史料編纂所,0380-17-2-(1),出多羅名人画,文久３年４月カ(18630040551),,,大判,竪絵 １枚,錦絵,なし,尊皇攘夷,風刺画,質屋、芸人、金貸、鉄砲鍛治、髪結、湯屋、寄席、会席茶屋、その日くらし、物貰い、屋敷商人が西洋人をなぐり、車力と雲助がそれを止めている図,/img/derivatives/iiif/0074/manifest.json,,,生麦事件,,
0075,金になる木金にならぬ木,0075,nishikie_item,qatar,"/img/derivatives/iiif/images/0075_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0075_001/full/1140,/0/default.jpg",金になる木金にならぬ木,維新前後諷刺画　二,東京大学史料編纂所,0380-17-2-(2),なし,文久３年４月カ(18630040551),,,大判,竪絵 １枚,錦絵,なし,尊皇攘夷,風刺画,あふな木が横浜の商人となっているので、文久３年４月カとする,/img/derivatives/iiif/0075/manifest.json,,,生麦事件,,
0076,ごぞんじ戯勝負,0076,nishikie_item,qatar,"/img/derivatives/iiif/images/0076_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0076_001/full/1140,/0/default.jpg",ごぞんじ戯勝負,維新前後諷刺画　二,東京大学史料編纂所,0380-17-2-(3),なし,（明治元年）(18680550550),,,大判,竪絵 ２枚続,錦絵,なし,,風刺画,天皇対和宮と天璋院、彦根と会津（幕兵）、庄内と長州、尾州と仙台、土佐と徳川慶喜,/img/derivatives/iiif/0076/manifest.json,,,首引/すねおし/腕相撲/枕引き/棒ねじり,,
0077,（髪結床に諸人集うの図）,0077,nishikie_item,qatar,"/img/derivatives/iiif/images/0077_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0077_001/full/1140,/0/default.jpg",（髪結床に諸人集うの図）,維新前後諷刺画　二,東京大学史料編纂所,0380-17-2-(4),梅玉戯筆,明治元年９月(18680090550),木屋作太郎,,大判,竪絵 ２枚続,錦絵,あり,戊辰戦争,風刺画,髪結は会津、庄内、米沢,/img/derivatives/iiif/0077/manifest.json,,辰九改,髪結床,,
0078,当時流好諸喰商人尽,0078,nishikie_item,qatar,"/img/derivatives/iiif/images/0078_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0078_001/full/1140,/0/default.jpg",当時流好諸喰商人尽,維新前後諷刺画　二,東京大学史料編纂所,0380-17-2-(5),なし,明治元年４月頃(18680040770),,,大判,竪絵 １枚,錦絵,なし,戊辰戦争,風刺画,猪が「あんまりでてあるくとみんな子どもがいやがるからよそう」、商人「どうせやけだふだでもしめろへ一ばいやらかせ」、官軍「イヤどこを見てもにもつをはこぶてナア」、天秤棒かつぎ「なんでも本所のしんるいへあづけるがよかろう」、 ぶたは慶喜のアダナ、官軍の江戸開城は４月１１日、子供は菊紋,/img/derivatives/iiif/0078/manifest.json,徳川慶喜,,,,
0079,（ないない尽し）,0079,nishikie_item,qatar,"/img/derivatives/iiif/images/0079_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0079_001/full/1140,/0/default.jpg",（ないない尽し）,維新前後諷刺画　二,東京大学史料編纂所,0380-17-2-(6),なし,文久３年４月頃(18630040770),,,大判,竪絵 １枚,錦絵,なし,尊皇攘夷,,横浜町人仕方が無い、今度の評議ハ分からないで終っている,/img/derivatives/iiif/0079/manifest.json,,,生麦事件/読売り,,
0080,世界之穂羅会,0080,nishikie_item,qatar,"/img/derivatives/iiif/images/0080_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0080_001/full/1140,/0/default.jpg",世界之穂羅会,維新前後諷刺画　二,東京大学史料編纂所,0380-17-2-(7),なし,慶応２年末カ(18660550551),,,大判,竪絵 ２枚続,錦絵,なし,長州征伐（禁門の変）,風刺画,「せかいのほらがい」、法螺貝が「こうがんばってはうごきはねへ是からサアサアやっつけろやっつけろ」、見ている人が「にっほん一のほらだほらだホイ是はぶたかしらん」、はなをつまんでいる大伴黒主は轡紋、見ている山伏の袴にはタコが書かれている、ブタは徳川慶喜、薩摩あり,/img/derivatives/iiif/0080/manifest.json,徳川慶喜,,,,
